channel,channel_title,message_id,text,date,views,forwards,replies,has_media,media_type,media_size,message_hash
@Shageronlinestore,Sheger online-store,7405,[no text],2025-06-21T17:15:21+03:00,2173,4,,True,jpg,41175.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
@Shageronlinestore,Sheger online-store,7404,[no text],2025-06-21T17:15:21+03:00,2176,4,,True,jpg,79568.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
@Shageronlinestore,Sheger online-store,7403,"👋** BARDEFU 2 IN 1 Multi purpose juicer

**👉** ኳሊቲ የሆነ የጁስ መፍጫ 
**👉** የጀርመን ቴክኖሎጂ የሆነ 
**👉** 3 ሌትር ጁስ የሚፈጭ ጆግ ያለው 
**👉** የብና እና የቅመማ ቅመም መፍጫ ያለው **
👉 **8000Watt የሆነ
**👉 **ምላጮቹ ጠንካራ የሆኑ 
**👉** ለቤት እንዲሁም ለስራ የሚሆን  አሪፍ እቃ 
**👉** ለአጠቃቀም ቀላል 
👉 በረዶ ይፈጫል
             
       **    ዋጋ:-6**800**ብር

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን  ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-21T17:15:20+03:00,2048,4,,True,jpg,112789.0,abebb626f9d05ef85015510c6048a23e902c783477f86b8870ca0923244fc68a
@Shageronlinestore,Sheger online-store,7402,"👋** BARDEFU 2 IN 1 Multi purpose juicer

**👉** ኳሊቲ የሆነ የጁስ መፍጫ 
**👉** የጀርመን ቴክኖሎጂ የሆነ 
**👉** 3 ሌትር ጁስ የሚፈጭ ጆግ ያለው 
**👉** የብና እና የቅመማ ቅመም መፍጫ ያለው **
👉 **8000Watt የሆነ
**👉 **ምላጮቹ ጠንካራ የሆኑ 
**👉** ለቤት እንዲሁም ለስራ የሚሆን  አሪፍ እቃ 
**👉** ለአጠቃቀም ቀላል 
👉 በረዶ ይፈጫል
             
       **    ዋጋ:-6**800**ብር

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን  ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-21T17:12:57+03:00,2015,2,,True,,,abebb626f9d05ef85015510c6048a23e902c783477f86b8870ca0923244fc68a
@Shageronlinestore,Sheger online-store,7401,"💥 portable electrical water dispenser

👉ባለ 3 press
👉 ለማንኛውም ዓይነት የውሃ ጀሪካን የሚሆን
👉 ቱቦው 55cm የሚረዝም 
👉 1200mA ቻርጅ የመያዝ አቅም ያለው ባትሪ
👉 መጠጫ ብርጭቆ በራሱ ላይ ማስቀመጥ ይቻላል

          ዋጋ:- 1600 ብር✅

አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-21T10:02:35+03:00,2569,4,,True,jpg,77673.0,d3af63995bb04b2865ce969e91c7594656fe5762b4b013081de0b8171fa7d493
@Shageronlinestore,Sheger online-store,7400,"💥 portable electrical water dispenser

👉ባለ 3 press
👉 ለማንኛውም ዓይነት የውሃ ጀሪካን የሚሆን
👉 ቱቦው 55cm የሚረዝም 
👉 1200mA ቻርጅ የመያዝ አቅም ያለው ባትሪ
👉 መጠጫ ብርጭቆ በራሱ ላይ ማስቀመጥ ይቻላል

          ዋጋ:- 1600 ብር✅

አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-21T10:01:25+03:00,2369,0,,True,,,d3af63995bb04b2865ce969e91c7594656fe5762b4b013081de0b8171fa7d493
@Shageronlinestore,Sheger online-store,7399,"💥GROOMING SET 

✂️ ሶስት በአንድ የያዘ የፀጉር ማሽን እና ሼቨር                                             
✂️ የሚሰራ ጥራት ባለው ግብአት እና ዲዛየን  የተሰራ 

✂️የራስ ፀጉር እና ፂምን በስርአት እና በጥራት ለማስተካከል አስተማማኝ ማሽን 

✂️በሚፈልጉት መጠን ለመቁረጥ መቀያየሪ ቁጥሮች ያሉት 

✂️ጥቃቅን ለስላሳ ምላጮች እየተሽከረከሩ ምቾትን በተላበሰ መልኩ ፂምዎን ያስምሩሉዎታል

✂️እንደ ምላጭ ወይም የፀጉር ቶንዶስ ምቾት የማይነሳ በልስላሴ አንገትና አገጭ ስር ሙልጭ አድርጎ የሚላጭ                                                                                                   

     ዋጋ፦ ✅ 2,300 ብር

          
❌ዉስን ፍሬ ነው ያለን
❌ limited stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-20T18:25:41+03:00,3031,6,,True,jpg,148982.0,14fccd797ed231e572bf09fa0ccd0a8e5c1ad1a3afb6a172ac83d75d3cea4fc5
@Shageronlinestore,Sheger online-store,7398,[no text],2025-06-20T18:25:41+03:00,2694,2,,True,jpg,89529.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
@Shageronlinestore,Sheger online-store,7397,[no text],2025-06-20T18:25:40+03:00,2823,2,,True,jpg,89023.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
@Shageronlinestore,Sheger online-store,7396,[no text],2025-06-20T18:25:40+03:00,2876,2,,True,jpg,96481.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
